## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice16_insert_size_histogram.pdf INPUT=lice16.sorted.bam OUTPUT=alignment_metrics/lice16_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:54:04 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
236	91	2	2405439	268.933528	153.100307	2521199	FR	37	73	109	147	183	223	269	337	485	1057			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	96
3	288
4	1044
5	167
6	19
7	18
8	25
9	42
10	29
11	18
12	17
13	27
14	40
15	42
16	48
17	49
18	50
19	4829
20	3703
21	2494
22	2244
23	1697
24	1658
25	2001
26	1407
27	1390
28	1197
29	1149
30	890
31	839
32	1615
33	1255
34	1072
35	1418
36	582
37	1028
38	1369
39	604
40	568
41	591
42	893
43	587
44	653
45	735
46	783
47	800
48	831
49	846
50	950
51	971
52	1126
53	1029
54	1209
55	1136
56	1333
57	1296
58	1468
59	1525
60	1716
61	1687
62	1754
63	1800
64	1859
65	1952
66	2126
67	2180
68	2327
69	2409
70	2570
71	2725
72	2675
73	2701
74	2754
75	3054
76	3075
77	3179
78	3308
79	3519
80	3484
81	3735
82	3730
83	3917
84	4052
85	3993
86	4076
87	4198
88	4496
89	4631
90	4684
91	4800
92	4770
93	4957
94	4886
95	5001
96	5126
97	5491
98	5662
99	5723
100	5781
101	5773
102	5958
103	6116
104	6141
105	6015
106	6059
107	6424
108	6600
109	6891
110	6764
111	6865
112	6809
113	7117
114	7174
115	6881
116	7091
117	7211
118	7329
119	7671
120	7437
121	7702
122	7654
123	7786
124	7789
125	7655
126	7829
127	7775
128	7951
129	8212
130	7897
131	8228
132	8133
133	8116
134	8226
135	8096
136	8250
137	8208
138	8007
139	8423
140	8287
141	8465
142	8481
143	8410
144	8151
145	8374
146	8439
147	8430
148	8127
149	8471
150	8290
151	8346
152	8398
153	8244
154	8262
155	8518
156	8444
157	8566
158	8211
159	8420
160	8757
161	8575
162	8573
163	8491
164	8408
165	8560
166	8340
167	8345
168	8457
169	8298
170	8362
171	8338
172	8490
173	8417
174	8470
175	8314
176	8584
177	8291
178	8221
179	8449
180	8273
181	8251
182	8399
183	8357
184	8227
185	8151
186	8202
187	8289
188	8091
189	8124
190	7968
191	8265
192	8087
193	7987
194	8046
195	7950
196	8203
197	8046
198	8106
199	7865
200	7824
201	7804
202	7916
203	7977
204	7919
205	7576
206	7807
207	7747
208	7656
209	7636
210	7660
211	7592
212	7708
213	7770
214	7626
215	7691
216	7548
217	7522
218	7418
219	7596
220	7463
221	7399
222	7329
223	7284
224	7544
225	7141
226	7376
227	7317
228	7290
229	7014
230	7151
231	7187
232	7134
233	7051
234	6998
235	7036
236	6902
237	6990
238	6955
239	6997
240	6802
241	6896
242	6896
243	6707
244	6678
245	6699
246	6658
247	6764
248	6786
249	6739
250	6694
251	6545
252	6480
253	6623
254	6447
255	6411
256	6457
257	6509
258	6449
259	6412
260	6470
261	6279
262	6219
263	6265
264	6242
265	6278
266	6171
267	6209
268	6234
269	6011
270	6080
271	6118
272	6115
273	5976
274	5934
275	5915
276	5975
277	5957
278	5918
279	6007
280	5887
281	5859
282	5795
283	5829
284	5764
285	5608
286	5632
287	5482
288	5596
289	5580
290	5627
291	5604
292	5464
293	5601
294	5238
295	5365
296	5372
297	5553
298	5348
299	5240
300	5228
301	5435
