## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice82_insert_size_histogram.pdf INPUT=lice82.sorted.bam OUTPUT=alignment_metrics/lice82_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 01:32:09 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
207	73	2	2283492	229.442329	121.512286	7503007	FR	29	57	85	115	147	181	221	279	377	813			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	146
3	531
4	2293
5	326
6	56
7	75
8	50
9	131
10	68
11	65
12	64
13	65
14	80
15	89
16	96
17	124
18	195
19	29083
20	16498
21	18813
22	13931
23	13939
24	6649
25	6444
26	5545
27	5654
28	5256
29	4791
30	3764
31	3616
32	7610
33	6469
34	9493
35	9935
36	4174
37	3378
38	4655
39	4681
40	6896
41	3148
42	2474
43	3148
44	2582
45	2642
46	2872
47	3079
48	3419
49	3692
50	3542
51	3679
52	3776
53	3784
54	3817
55	4276
56	4428
57	4853
58	5220
59	5772
60	5539
61	6575
62	6064
63	6507
64	6708
65	6434
66	6919
67	7557
68	8747
69	8283
70	8417
71	8524
72	8985
73	9101
74	9309
75	9730
76	10337
77	11479
78	12522
79	12145
80	12668
81	12566
82	12618
83	12836
84	13060
85	14091
86	13878
87	14488
88	14955
89	15300
90	16305
91	16688
92	16463
93	17212
94	17348
95	17165
96	17701
97	18118
98	18827
99	19205
100	19931
101	20691
102	20611
103	21329
104	21464
105	21460
106	21401
107	21867
108	22384
109	23701
110	23886
111	24484
112	24755
113	24639
114	25007
115	24828
116	24914
117	25225
118	25164
119	26062
120	26613
121	26613
122	27067
123	26857
124	27584
125	26912
126	27437
127	27111
128	27741
129	27753
130	27923
131	28106
132	28536
133	29042
134	29887
135	28815
136	29068
137	28559
138	28437
139	29604
140	29135
141	29873
142	29873
143	30311
144	30228
145	29964
146	30031
147	29941
148	30044
149	30168
150	30043
151	30487
152	30437
153	30751
154	30551
155	30571
156	30598
157	30246
158	30325
159	29582
160	30276
161	30397
162	30158
163	29995
164	30584
165	30344
166	30233
167	30348
168	29968
169	29705
170	29842
171	30002
172	30103
173	29845
174	30089
175	29647
176	29812
177	29534
178	29377
179	29506
180	29553
181	29280
182	29176
183	28737
184	29283
185	28877
186	29231
187	29529
188	28771
189	28757
190	28956
191	28408
192	28427
193	28347
194	28334
195	28238
196	28265
197	28006
198	27777
199	27774
200	26954
201	27605
202	26989
203	27077
204	27508
205	27342
206	26883
207	26936
208	26274
209	26672
210	26627
211	26165
212	26323
213	26115
214	25915
215	25725
216	25653
217	25602
218	25522
219	25573
220	25316
221	25149
222	24903
223	24762
224	24857
225	24484
226	24411
227	24945
228	24041
229	24170
230	24140
231	23809
232	23697
233	23368
234	23737
235	23681
236	22985
237	23310
238	22937
239	22865
240	22648
241	22746
242	22189
243	22316
244	22285
245	22251
246	21764
247	21779
248	21623
249	21566
250	21304
251	21466
252	21173
253	20948
254	20538
255	20927
256	20724
257	20976
258	20296
259	20201
260	19831
261	20312
262	20200
263	19830
264	19661
265	19561
266	19323
267	19408
268	19102
269	19118
270	19095
271	18946
272	18814
273	18774
274	18591
275	18542
276	18281
277	18030
278	18581
279	18060
280	17842
281	18094
282	17732
283	17322
284	17709
285	17477
286	17066
287	17044
288	16854
289	16565
290	16920
291	16648
292	16361
293	16436
294	16280
295	15902
296	15938
297	16090
298	15637
299	15570
300	15414
301	15285
302	15544
303	15353
304	15168
305	15191
306	14451
307	14805
308	14682
309	14538
310	14532
311	14346
312	14304
313	14252
314	13936
315	13874
316	14116
317	13716
318	13824
319	13484
320	13517
321	13460
322	13612
323	13528
324	13094
325	13163
326	13097
327	13009
328	12526
329	12612
330	12673
331	12574
332	12436
333	12037
334	11953
335	11879
336	12145
337	11734
338	11626
339	11577
340	11529
341	11451
342	11446
343	11502
344	11179
345	10974
346	11052
347	10913
348	10923
349	10726
350	10582
351	10621
352	10583
353	10582
354	10319
355	10167
356	10003
357	10298
358	10123
359	9972
360	9795
361	9892
362	9639
363	9584
364	9478
365	9679
366	9375
367	9246
368	9107
369	9240
370	9007
371	8933
372	8821
373	8805
374	8772
375	8615
376	8633
377	8414
378	8488
379	8304
380	8263
381	8263
382	8300
383	8250
384	8096
385	8095
386	7861
387	7946
388	7673
389	7629
390	7614
391	7393
392	7512
393	7427
394	7227
395	7208
396	7100
397	7296
398	7082
399	6977
400	6863
401	6996
402	6652
403	6867
404	6721
405	6689
406	6662
407	6400
408	6370
409	6360
410	6351
411	6177
412	6396
413	6153
414	6140
415	6107
416	6004
417	5919
418	5799
419	5948
420	5723
421	5727
422	5667
423	5658
424	5623
425	5564
426	5382
427	5451
428	5314
429	5358
430	5334
431	5112
432	5132
433	5032
434	5132
435	5000
436	5072
437	4850
438	5014
439	4725
440	4856
441	4685
442	4690
443	4660
444	4561
445	4596
446	4498
447	4506
448	4490
449	4329
450	4267
451	4259
452	4254
453	4183
454	4256
455	4233
456	4169
457	4116
458	4049
459	3974
460	4070
461	3965
462	3898
463	3774
464	3719
465	3723
466	3707
467	3726
468	3732
469	3659
470	3564
471	3522
472	3535
473	3493
474	3444
475	3305
476	3355
477	3293
478	3301
479	3360
480	3325
481	3147
482	3192
483	3182
484	3062
485	3060
486	2992
487	3082
488	3048
489	2882
490	2918
491	2966
492	2968
493	2822
494	2776
495	2766
496	2803
497	2655
498	2722
499	2650
500	2694
501	2669
502	2551
503	2592
504	2548
505	2522
506	2485
507	2379
508	2432
509	2393
510	2396
511	2299
512	2329
513	2324
514	2192
515	2260
516	2270
517	2257
518	2295
519	2115
520	2142
521	2109
522	1991
523	2088
524	2059
525	2052
526	1988
527	2064
528	2006
529	1949
530	1994
531	1947
532	1928
533	1895
534	1908
535	1841
536	1754
537	1843
538	1799
539	1794
540	1748
541	1738
542	1733
543	1765
544	1682
545	1694
546	1696
547	1590
548	1591
549	1595
550	1539
551	1487
552	1525
553	1535
554	1467
555	1484
556	1478
557	1408
558	1447
559	1388
560	1451
561	1353
562	1371
563	1370
564	1346
565	1347
566	1363
567	1301
568	1343
569	1306
570	1336
571	1285
572	1187
573	1168
574	1263
575	1115
576	1194
577	1243
578	1190
579	1186
580	1127
581	1109
582	1121
583	1100
584	1124
585	1125
