## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice31_insert_size_histogram.pdf INPUT=lice31.sorted.bam OUTPUT=alignment_metrics/lice31_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:03:18 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
262	113	2	492296	298.19423	186.072343	69317	FR	45	89	135	181	227	277	337	445	581	1257			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	3
3	17
4	49
5	7
9	1
10	1
11	3
12	2
13	2
14	1
15	2
16	3
17	3
18	1
19	1083
20	541
21	209
22	135
23	70
24	57
25	85
26	48
27	52
28	33
29	35
30	23
31	27
32	109
33	104
34	73
35	150
36	28
37	84
38	143
39	23
40	17
41	17
42	72
43	16
44	22
45	14
46	12
47	26
48	20
49	34
50	29
51	29
52	40
53	24
54	38
55	35
56	23
57	29
58	32
59	47
60	33
61	28
62	44
63	30
64	32
65	42
66	36
67	46
68	51
69	49
70	62
71	53
72	53
73	50
74	57
75	68
76	72
77	65
78	72
79	91
80	69
81	74
82	75
83	80
84	84
85	83
86	105
87	115
88	81
89	89
90	101
91	106
92	92
93	111
94	97
95	101
96	111
97	123
98	140
99	141
100	122
101	126
102	130
103	127
104	131
105	110
106	127
107	120
108	140
109	131
110	171
111	175
112	163
113	146
114	162
115	142
116	147
117	154
118	171
119	172
120	169
121	141
122	174
123	163
124	165
125	160
126	137
127	156
128	168
129	209
130	197
131	159
132	181
133	175
134	173
135	202
136	143
137	178
138	185
139	217
140	173
141	181
142	191
143	209
144	191
145	153
146	147
147	173
148	194
149	190
150	182
151	200
152	202
153	182
154	184
155	188
156	168
157	157
158	196
159	191
160	161
161	175
162	162
163	177
164	232
165	203
166	190
167	172
168	167
169	185
170	200
171	174
172	216
173	195
174	208
175	186
176	186
177	184
178	166
179	176
180	173
181	183
182	170
183	178
184	179
185	185
186	196
187	169
188	163
189	189
190	171
191	211
192	177
193	187
194	201
195	179
196	210
197	173
198	185
199	183
200	201
201	186
202	201
203	151
204	187
205	149
206	173
207	188
208	177
209	188
210	161
211	148
212	185
213	197
214	195
215	197
216	164
217	186
218	160
219	171
220	177
221	159
222	154
223	180
224	164
225	182
226	172
227	188
228	149
229	157
230	174
231	142
232	168
233	156
234	150
235	180
236	170
237	175
238	165
239	202
240	168
241	158
242	189
243	178
244	161
245	161
246	182
247	175
248	165
249	150
250	159
251	143
252	145
253	158
254	154
255	172
256	154
257	127
258	167
259	165
260	139
261	147
262	174
263	182
264	152
265	123
266	161
267	153
268	145
269	148
270	149
271	120
272	139
273	162
274	155
275	169
276	152
277	153
278	127
279	134
280	145
281	126
282	165
283	156
284	155
285	143
286	157
287	142
288	149
289	139
290	148
291	174
292	142
293	126
294	163
295	149
296	146
297	181
298	150
299	129
300	136
301	150
302	144
303	138
304	145
305	140
306	142
307	140
308	127
309	151
310	135
311	113
312	139
313	140
314	124
315	119
316	137
317	134
318	93
319	134
320	126
321	126
322	138
323	151
324	139
325	108
326	128
327	124
328	118
329	129
330	132
331	138
332	107
333	124
334	133
335	118
336	107
337	129
338	107
339	123
340	131
341	117
342	138
343	124
344	118
345	112
346	129
347	115
348	110
349	98
350	111
351	129
352	109
353	148
354	126
355	128
356	100
357	84
358	140
359	133
360	135
361	128
362	119
363	132
364	130
365	97
366	119
367	109
368	104
369	106
370	101
371	113
372	101
373	113
374	108
375	116
376	92
377	124
378	96
379	113
380	90
381	85
382	112
383	95
384	105
385	94
386	83
387	117
388	80
389	75
390	94
391	96
392	105
393	96
394	98
395	94
396	88
397	90
398	112
399	108
400	122
401	113
402	88
403	111
404	80
405	84
406	90
407	75
408	87
409	83
410	95
411	86
412	94
413	99
414	105
415	85
416	83
417	79
418	95
419	77
420	93
421	86
422	81
423	83
424	77
425	88
426	65
427	77
428	93
429	94
430	78
431	92
432	78
433	73
434	88
435	85
436	90
437	78
438	95
439	75
440	81
441	87
442	68
443	76
444	67
445	86
446	59
447	89
448	63
449	86
450	81
451	70
452	67
453	72
454	79
455	67
456	73
457	77
458	84
459	67
460	66
461	78
462	78
463	55
464	72
465	68
466	74
467	75
468	72
469	65
470	71
471	61
472	65
473	85
474	72
475	64
476	65
477	67
478	56
479	62
480	76
481	59
482	61
483	78
484	77
485	68
486	73
487	46
488	70
489	65
490	63
491	68
492	72
493	67
494	57
495	68
496	60
497	60
498	52
499	70
500	55
501	58
502	53
503	48
504	46
505	49
506	53
507	59
508	56
509	58
510	60
511	55
512	52
513	52
514	49
515	56
516	52
517	60
518	49
519	50
520	47
521	59
522	39
523	53
524	64
525	43
526	59
527	46
528	54
529	61
530	50
531	56
532	53
533	52
534	43
535	51
536	56
537	41
538	50
539	46
540	47
541	50
542	53
543	43
544	33
545	32
546	48
547	61
548	50
549	43
550	48
551	44
552	55
553	44
554	38
555	40
556	50
557	44
558	37
559	45
560	29
561	41
562	34
563	33
564	47
565	36
566	33
567	41
568	25
569	44
570	49
571	40
572	42
573	39
574	38
575	43
576	28
577	34
578	36
579	41
580	46
581	34
582	49
583	46
584	31
585	26
586	51
587	39
588	31
589	45
590	41
591	26
592	30
593	44
594	32
595	38
596	43
597	46
598	28
599	32
600	40
601	30
602	35
603	45
604	24
605	27
606	30
607	37
608	29
609	31
610	38
611	25
612	34
613	27
614	38
615	40
616	35
617	35
618	36
619	29
620	39
621	27
622	38
623	24
624	27
625	34
626	26
627	24
628	28
629	35
630	37
631	22
632	24
633	24
634	27
635	23
636	24
637	25
638	20
639	34
640	38
641	30
642	19
643	25
644	33
645	21
646	23
647	26
648	21
649	23
650	28
651	24
652	31
653	22
654	19
655	17
656	20
657	25
658	21
659	21
660	26
661	19
662	19
663	20
664	33
665	18
666	18
667	25
668	19
669	12
670	19
671	22
672	25
673	21
674	23
675	25
676	26
677	24
678	21
679	24
680	18
681	18
682	20
683	17
684	12
685	17
686	15
687	13
688	14
689	20
690	16
691	21
692	12
693	14
694	21
695	14
696	19
697	11
698	24
699	11
700	21
701	18
702	17
703	18
704	16
705	13
706	19
707	18
708	20
709	14
710	19
711	14
712	12
713	23
714	23
715	11
716	10
717	17
718	17
719	13
720	17
721	13
722	8
723	17
724	11
725	17
726	14
727	12
728	8
729	20
730	12
731	17
732	13
733	17
734	17
735	16
736	16
737	20
738	11
739	21
740	19
741	6
742	14
743	10
744	11
745	17
746	17
747	12
748	17
749	11
750	13
751	17
752	13
753	11
754	14
755	16
756	11
757	10
758	6
759	15
760	11
761	19
762	13
763	11
764	6
765	16
766	12
767	15
768	9
769	13
770	9
771	12
772	14
773	18
774	6
775	11
776	12
777	12
778	7
779	5
780	1
781	11
782	15
783	14
784	9
785	15
786	9
787	11
788	5
789	8
790	12
791	9
792	6
793	6
794	12
795	15
796	6
797	11
798	17
799	11
800	13
801	5
802	12
803	9
804	6
805	8
806	6
807	6
808	14
809	7
810	13
811	9
812	7
813	4
814	10
815	12
816	8
817	10
818	8
819	9
820	4
821	4
822	7
823	12
824	7
825	12
826	2
827	11
828	9
829	4
830	10
831	8
832	7
833	12
834	7
835	7
836	5
837	9
838	9
839	2
840	8
841	3
842	7
843	4
844	12
845	10
846	11
847	1
848	7
849	5
850	9
851	7
852	5
853	6
854	2
855	5
856	8
857	4
858	4
859	4
860	7
861	12
862	6
863	11
864	7
865	3
866	4
867	3
868	2
869	4
870	3
871	7
872	4
873	4
874	3
875	9
876	7
877	7
878	4
879	5
880	3
881	4
882	2
883	4
884	3
885	5
886	8
887	1
888	4
889	5
890	8
891	8
892	2
893	8
894	6
895	2
896	3
897	3
898	5
899	3
900	6
901	8
902	2
903	4
904	3
905	4
906	3
907	2
908	4
909	1
910	4
911	3
912	4
913	5
914	5
915	3
916	4
917	5
918	7
919	3
920	4
921	4
922	5
923	3
924	1
925	6
926	2
927	5
928	2
929	2
930	6
931	4
932	2
933	5
934	3
935	5
936	2
937	5
938	3
939	6
940	2
941	1
942	2
943	2
944	3
945	1
946	4
947	3
948	8
949	3
950	5
951	1
953	5
954	2
955	3
956	2
957	10
958	3
959	1
960	2
961	2
962	3
963	1
964	5
965	5
966	2
967	2
968	4
969	6
970	1
971	2
972	2
973	2
974	5
975	1
976	3
977	4
978	2
979	3
980	1
981	3
982	7
983	2
984	1
986	4
987	4
988	2
989	4
990	2
992	5
993	3
994	3
995	1
996	2
997	4
998	3
999	5
1000	2
1001	2
1002	1
1003	5
1004	2
1005	1
1006	1
1007	5
1008	6
1009	1
1010	4
1011	3
1012	2
1013	2
1014	5
1015	1
1016	5
1017	1
1018	4
1019	3
1021	3
1026	1
1028	5
1029	2
1030	2
1031	2
1032	4
1033	3
1034	2
1035	2
1036	2
1037	1
1038	1
1039	2
1040	3
1041	2
1042	4
1043	2
1044	2
1045	1
1046	1
1047	5
1048	3
1049	3
1050	1
1051	1
1052	2
1053	2
1055	3
1056	3
1057	1
1058	1
1061	1
1062	2
1063	2
1064	3
1065	2
1066	2
1068	4
1070	3
1072	1
1074	2
1075	2
1076	3
1080	1
1081	2
1083	2
1084	2
1085	1
1086	1
1090	1
1091	1
1094	1
1095	1
1096	1
1097	1
1101	2
1102	1
1104	1
1105	2
1106	1
1111	1
1113	1
1114	1
1115	1
1116	2
1117	1
1119	1
1120	1
1121	2
1122	2
1124	1
1126	1
1129	3
1130	1
1131	1
1132	1
1134	1
1135	1
1138	1
1143	1
1145	2
