## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice7_insert_size_histogram.pdf INPUT=lice7.sorted.bam OUTPUT=alignment_metrics/lice7_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:43:25 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
238	90	2	2089986	265.882488	148.837726	6551992	FR	37	71	107	143	181	223	271	343	461	991			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	251
3	678
4	2423
5	419
6	44
7	38
8	49
9	86
10	47
11	52
12	46
13	61
14	204
15	130
16	280
17	169
18	187
19	30372
20	24005
21	10613
22	9065
23	6269
24	4187
25	12618
26	4895
27	4274
28	3305
29	3095
30	2428
31	2232
32	12991
33	8026
34	8896
35	20102
36	2955
37	6687
38	10659
39	3211
40	1462
41	1700
42	7615
43	1710
44	1606
45	2364
46	1650
47	2274
48	1760
49	2413
50	2058
51	2019
52	6044
53	2202
54	2483
55	2527
56	2631
57	2857
58	3051
59	3247
60	3306
61	3385
62	3580
63	3631
64	4316
65	4115
66	4447
67	4660
68	5005
69	5428
70	5169
71	5533
72	5485
73	5827
74	6001
75	6632
76	6571
77	6699
78	7206
79	7508
80	7462
81	7616
82	7906
83	8175
84	8372
85	9136
86	9566
87	9356
88	9968
89	10075
90	10377
91	10612
92	10719
93	10963
94	11123
95	11328
96	11531
97	11998
98	12379
99	12923
100	13320
101	13096
102	13546
103	13852
104	13946
105	14173
106	14324
107	14489
108	15032
109	15246
110	15590
111	15692
112	16180
113	16396
114	16408
115	16344
116	16011
117	16617
118	17070
119	17747
120	17691
121	17924
122	17931
123	18081
124	18283
125	18191
126	18537
127	18661
128	18658
129	19460
130	18668
131	19223
132	19430
133	19479
134	19960
135	19754
136	19613
137	19895
138	19971
139	20548
140	20687
141	20653
142	20952
143	20529
144	20526
145	20692
146	20815
147	20907
148	20766
149	20659
150	20994
151	21316
152	20922
153	21059
154	21077
155	21299
156	21058
157	21298
158	21175
159	21266
160	21433
161	21435
162	21406
163	21641
164	21717
165	21670
166	21476
167	21198
168	21278
169	21571
170	21134
171	21621
172	21705
173	21839
174	21589
175	21010
176	21598
177	21535
178	21418
179	21671
180	21275
181	21239
182	21115
183	21195
184	21880
185	21490
186	21272
187	21337
188	21643
189	21201
190	20719
191	20989
192	21015
193	21442
194	20758
195	21121
196	20941
197	20762
198	20780
199	20904
200	20900
201	20773
202	20481
203	20607
204	20499
205	20606
206	20690
207	20807
208	20689
209	20506
210	20218
211	20183
212	20429
213	20324
214	19808
215	20244
216	19958
217	20129
218	19876
219	19911
220	19848
221	19412
222	19866
223	19475
224	19460
225	19307
226	19447
227	19225
228	19287
229	19333
230	19076
231	19344
232	19034
233	18772
234	18693
235	18830
236	18612
237	18776
238	18858
239	18866
240	18672
241	18394
242	18404
243	18478
244	18481
245	18256
246	18344
247	18172
248	18179
249	17811
250	17571
251	17961
252	17538
253	17862
254	17597
255	17476
256	17209
257	17436
258	17423
259	17258
260	17388
261	17141
262	16888
263	16921
264	17084
265	16815
266	16846
267	16879
268	16628
269	16728
270	16466
271	16816
272	16699
273	16137
274	16307
275	16175
276	15981
277	16115
278	15666
279	15715
280	15919
281	15804
282	15978
283	15784
284	15911
285	15504
286	15536
287	15136
288	15517
289	15031
290	15216
291	15308
292	15461
293	14958
294	15045
295	14851
296	14700
297	14887
298	14419
299	14728
300	14650
301	14495
302	14301
303	14537
304	14377
305	14110
306	13765
307	14063
308	14222
309	13841
310	14020
311	14031
312	13437
