## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice9_insert_size_histogram.pdf INPUT=lice9.sorted.bam OUTPUT=alignment_metrics/lice9_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:46:11 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
177	66	4	9313	196.78327	117.175945	3163	FR	23	49	75	101	133	167	209	289	349	853			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
4	1
12	1
13	1
19	84
20	29
21	18
22	12
23	9
24	16
25	17
26	1
27	7
28	5
29	3
30	5
31	2
32	4
33	3
34	1
35	6
36	4
38	2
39	2
40	2
42	1
44	1
45	3
47	1
48	1
49	1
50	2
51	2
52	1
53	4
54	3
55	4
57	5
58	4
59	5
60	3
61	4
62	1
63	1
64	9
65	4
66	4
67	6
68	5
69	6
70	6
71	8
72	5
73	5
74	1
75	4
76	7
77	10
78	9
79	6
80	8
81	5
82	6
83	4
84	5
85	8
86	10
87	10
88	7
89	13
90	19
91	11
92	9
93	9
94	20
95	16
96	6
97	9
98	10
99	8
100	12
101	12
102	7
103	11
104	8
105	9
106	9
107	14
108	7
109	8
110	16
111	9
112	13
113	13
114	8
115	10
116	13
117	6
118	17
119	18
120	18
121	18
122	10
123	11
124	11
125	13
126	14
127	18
128	11
129	15
130	15
131	10
132	10
133	21
134	21
135	10
136	14
137	10
138	18
139	14
140	14
141	11
142	13
143	13
144	11
145	15
146	17
147	11
148	15
149	13
150	15
151	12
152	17
153	14
154	11
155	18
156	9
157	7
158	7
159	14
160	11
161	10
162	8
163	10
164	21
165	17
166	11
167	19
168	25
169	13
170	8
171	8
172	16
173	17
174	11
175	22
176	16
177	20
178	15
179	7
180	9
181	11
182	7
183	18
184	11
185	17
186	20
187	11
188	15
189	12
190	22
191	10
192	12
193	8
194	22
195	13
196	6
197	14
198	17
199	4
200	7
201	12
202	17
203	19
204	7
205	8
206	11
207	13
208	10
209	5
210	9
211	8
212	7
213	8
214	10
215	4
216	13
217	10
218	4
219	11
220	9
221	13
222	11
223	14
224	13
225	9
226	6
227	11
228	3
229	12
230	10
231	10
232	12
233	8
234	6
235	7
236	11
237	4
238	9
239	8
240	2
241	11
242	6
243	11
244	4
245	6
246	8
247	13
248	5
249	6
250	7
251	6
252	11
253	9
254	7
255	9
256	8
257	7
258	9
259	7
260	6
261	5
262	4
263	4
264	9
265	7
266	12
267	6
268	6
269	8
270	7
271	9
272	12
273	9
274	8
275	2
276	5
277	7
278	6
279	3
280	9
281	3
282	6
283	3
284	9
285	4
286	6
287	2
288	4
289	6
290	6
291	6
292	1
293	7
294	5
295	4
296	3
297	7
298	2
299	9
300	4
301	9
302	5
303	7
304	5
305	4
306	1
307	3
309	3
310	3
311	5
312	6
313	10
314	4
315	6
316	6
317	7
318	6
319	4
320	4
321	3
322	3
323	3
324	4
325	6
326	3
328	5
329	3
330	4
331	3
332	6
335	4
336	4
337	4
338	3
339	3
340	6
341	4
342	4
343	7
344	3
345	5
346	2
347	5
348	3
350	2
351	2
352	5
353	1
354	1
356	4
357	4
358	3
359	1
361	1
362	1
364	1
365	4
366	6
367	3
368	2
369	2
370	3
371	6
372	3
373	1
374	4
375	4
376	1
378	2
380	5
381	4
383	2
384	1
386	8
387	2
388	3
389	1
390	1
391	2
393	3
394	4
395	1
396	4
397	1
398	3
399	3
400	5
401	1
402	2
403	3
405	1
406	1
407	1
409	1
410	2
412	4
413	3
416	4
417	1
418	4
419	2
420	1
421	2
422	1
423	3
424	2
425	2
426	1
427	4
428	2
429	3
430	3
432	1
433	1
436	5
437	1
438	3
439	2
440	1
441	2
443	1
445	1
449	2
450	2
453	5
454	1
455	3
457	3
458	1
459	2
460	1
462	3
463	1
465	3
466	1
467	1
470	1
472	1
473	2
475	1
476	1
478	2
480	1
481	1
482	1
483	1
484	1
485	1
489	1
490	2
491	1
494	1
497	1
498	1
501	1
503	1
504	2
506	1
508	2
510	1
512	3
513	1
519	1
521	3
524	1
525	1
527	4
532	4
537	2
542	1
543	1
544	1
545	1
546	1
548	1
554	1
559	1
562	1
570	1
571	1
575	1
582	2
583	1
597	2
601	1
603	1
612	1
617	1
619	1
622	1
623	1
624	1
625	1
637	1
648	1
652	1
656	1
659	1
662	2
665	1
669	1
671	1
679	1
693	1
711	1
735	1
785	1
798	1
819	1

