## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice49_insert_size_histogram.pdf INPUT=lice49.sorted.bam OUTPUT=alignment_metrics/lice49_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:35:36 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
220	87	2	2080708	251.189713	150.132279	6245320	FR	35	69	105	139	175	215	265	347	471	1037			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	311
3	783
4	3297
5	517
6	59
7	62
8	69
9	144
10	78
11	91
12	83
13	104
14	264
15	197
16	198
17	206
18	193
19	48828
20	32670
21	15755
22	10752
23	6762
24	6324
25	10105
26	5421
27	4884
28	4069
29	3894
30	3073
31	3155
32	12569
33	12252
34	9499
35	11333
36	4433
37	8906
38	5849
39	4201
40	1857
41	2381
42	5723
43	3435
44	6077
45	2403
46	4433
47	2560
48	2596
49	2739
50	2811
51	2982
52	2904
53	3070
54	3234
55	3426
56	3875
57	4198
58	4180
59	4455
60	4717
61	4870
62	4905
63	5206
64	5605
65	5817
66	6297
67	6364
68	6709
69	7013
70	7183
71	7294
72	7440
73	7252
74	7840
75	8061
76	8419
77	9021
78	9512
79	9631
80	9917
81	10150
82	10181
83	10623
84	10857
85	11582
86	11492
87	11832
88	12071
89	12346
90	12952
91	13269
92	13433
93	13444
94	13465
95	13946
96	13845
97	14928
98	15565
99	15266
100	15833
101	16232
102	15944
103	16721
104	16862
105	16431
106	16541
107	16901
108	17437
109	18509
110	18309
111	18875
112	18635
113	18581
114	18923
115	18590
116	18636
117	18988
118	19196
119	20386
120	19880
121	20308
122	20415
123	20543
124	20741
125	20236
126	20177
127	20069
128	20399
129	21260
130	20599
131	21351
132	21231
133	20968
134	22322
135	21804
136	21448
137	21136
138	20880
139	22223
140	21711
141	22187
142	22074
143	21789
144	21988
145	21513
146	21386
147	21577
148	21957
149	21546
150	22085
151	21539
152	21628
153	21678
154	21784
155	22023
156	21522
157	22099
158	21797
159	21585
160	21475
161	21627
162	21837
163	21935
164	21711
165	22255
166	21760
167	21575
168	21110
169	21408
170	20707
171	21299
172	21339
173	21089
174	21555
175	21017
176	21498
177	21188
178	21014
179	21085
180	20744
181	20713
182	20688
183	20643
184	20671
185	20501
186	21012
187	20589
188	20426
189	20549
190	20167
191	20126
192	20039
193	20545
194	20481
195	20086
196	20536
197	20042
198	19648
199	19665
200	19768
201	19505
202	19319
203	19661
204	19623
205	19466
206	18985
207	19536
208	19149
209	18883
210	18966
211	18751
212	18832
213	18909
214	18866
215	18510
216	18599
217	18397
218	18569
219	18284
220	18273
221	17908
222	18219
223	18214
224	18102
225	18065
226	17963
227	17946
228	17497
229	16938
230	17350
231	17063
232	17247
233	17204
234	16955
235	17181
236	16706
237	17012
238	16818
239	16745
240	16466
241	16678
242	16466
243	16343
244	16356
245	16407
246	15934
247	16170
248	16095
249	15871
250	15888
251	16018
252	15793
253	15639
254	15387
255	15474
256	15526
257	15364
258	15503
259	15396
260	15321
261	15297
262	14862
263	15109
264	14735
265	14854
266	14721
267	14969
268	14707
269	14634
270	14474
271	14383
272	14424
273	14334
274	14048
275	14065
276	14106
277	14084
278	14008
279	13899
280	13698
281	13758
282	13678
283	13427
284	13752
285	13386
286	13529
287	13314
288	13213
289	13139
290	13252
291	13056
