## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice1_insert_size_histogram.pdf INPUT=lice1.sorted.bam OUTPUT=alignment_metrics/lice1_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:32:16 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
205	81	2	886429	231.548222	140.586251	321291	FR	33	63	95	129	163	203	255	353	431	951			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	6
3	20
4	90
5	17
6	3
7	5
8	1
9	2
10	3
11	3
12	3
13	6
14	1
15	8
16	7
17	7
18	9
19	9630
20	4550
21	2139
22	1051
23	597
24	405
25	376
26	331
27	303
28	216
29	212
30	163
31	125
32	142
33	95
34	114
35	115
36	113
37	110
38	115
39	84
40	90
41	86
42	93
43	99
44	99
45	113
46	111
47	100
48	105
49	141
50	149
51	165
52	176
53	163
54	191
55	167
56	176
57	218
58	221
59	202
60	233
61	241
62	259
63	260
64	288
65	284
66	280
67	340
68	331
69	330
70	364
71	357
72	386
73	420
74	410
75	403
76	462
77	432
78	495
79	518
80	510
81	560
82	550
83	569
84	580
85	531
86	600
87	585
88	633
89	637
90	707
91	684
92	756
93	711
94	771
95	733
96	765
97	789
98	820
99	812
100	874
101	853
102	886
103	836
104	911
105	900
106	914
107	948
108	874
109	1014
110	984
111	984
112	971
113	1050
114	1055
115	984
116	1036
117	1004
118	1032
119	1056
120	1083
121	1121
122	1065
123	1095
124	1095
125	1081
126	1121
127	1091
128	1156
129	1113
130	1129
131	1195
132	1121
133	1213
134	1096
135	1074
136	1148
137	1099
138	1130
139	1105
140	1156
141	1223
142	1139
143	1116
144	1182
145	1229
146	1138
147	1195
148	1096
149	1175
150	1196
151	1180
152	1156
153	1147
154	1149
155	1224
156	1180
157	1110
158	1148
159	1169
160	1226
161	1174
162	1251
163	1149
164	1211
165	1183
166	1177
167	1205
168	1117
169	1150
170	1156
171	1161
172	1145
173	1107
174	1153
175	1179
176	1176
177	1148
178	1104
179	1078
180	1075
181	1039
182	1152
183	1087
184	1145
185	1116
186	1130
187	1136
188	1043
189	1091
190	1105
191	1083
192	1053
193	1101
194	1024
195	1137
196	1070
197	1049
198	1022
199	1027
200	1050
201	1034
202	1113
203	1056
204	1101
205	1126
206	970
207	1041
208	954
209	980
210	1000
211	984
212	1027
213	931
214	939
215	1000
216	977
217	1014
218	990
219	953
220	961
221	918
222	926
223	990
224	917
225	949
226	912
227	972
228	977
229	892
230	948
231	932
232	935
233	912
234	885
235	904
236	814
237	896
238	886
239	911
240	877
241	839
242	917
243	822
244	825
245	802
246	826
247	798
248	816
249	841
250	817
251	805
252	780
253	848
254	783
255	762
256	753
257	726
258	809
259	779
260	800
261	750
262	792
263	724
264	747
265	752
266	729
267	739
268	774
269	733
270	747
271	732
272	740
273	702
274	725
275	724
276	639
277	703
278	749
279	754
280	694
281	681
282	708
283	670
284	711
285	679
286	699
287	735
288	677
289	674
290	688
291	651
292	646
293	727
294	625
295	624
296	632
297	604
298	684
299	634
300	682
301	656
302	633
303	582
304	594
305	585
306	628
307	605
308	567
309	572
310	565
311	580
312	584
313	554
314	572
315	539
316	535
317	569
318	573
319	525
320	540
321	571
322	480
323	509
324	563
325	498
326	471
327	521
328	561
329	559
330	534
331	576
332	536
333	505
334	517
335	516
336	478
337	488
338	509
339	436
340	490
341	463
342	475
343	507
344	494
345	437
346	433
347	465
348	439
349	464
350	430
351	456
352	476
353	423
354	438
355	453
356	409
357	486
358	441
359	453
360	444
361	387
362	432
363	410
364	410
365	364
366	367
367	417
368	404
369	383
370	352
371	373
372	398
373	412
374	392
375	380
376	367
377	378
378	389
379	362
380	384
381	395
382	363
383	371
384	354
385	355
386	364
387	365
388	347
389	325
390	346
391	345
392	351
393	283
394	377
395	287
396	299
397	325
398	348
399	307
400	275
401	310
402	296
403	303
404	302
405	310
406	297
407	269
408	277
409	291
410	297
411	239
412	286
413	294
414	277
415	277
416	288
417	291
418	270
419	282
420	271
421	266
422	286
423	244
424	286
425	273
426	249
427	271
428	243
429	266
430	263
431	245
432	229
433	243
434	232
435	234
436	236
437	218
438	251
439	240
440	247
441	277
442	227
443	221
444	202
445	225
446	200
447	215
448	225
449	209
450	209
451	197
452	208
453	219
454	191
455	199
456	219
457	196
458	174
459	205
460	194
461	182
462	191
463	179
464	187
465	197
466	176
467	195
468	190
469	172
470	185
471	177
472	189
473	185
474	173
475	176
476	159
477	165
478	166
479	164
480	161
481	161
482	152
483	168
484	169
485	168
486	145
487	169
488	156
489	139
490	152
491	162
492	150
493	133
494	153
495	132
496	146
497	144
498	142
499	164
500	147
501	158
502	134
503	150
504	132
505	142
506	168
507	118
508	136
509	134
510	120
511	135
512	119
513	133
514	125
