## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice22_insert_size_histogram.pdf INPUT=lice22.sorted.bam OUTPUT=alignment_metrics/lice22_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:57:18 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
241	90	2	2311519	269.612327	148.550572	2902873	FR	37	71	107	143	181	221	269	335	463	999			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	73
3	202
4	800
5	116
6	16
7	17
8	26
9	34
10	24
11	34
12	26
13	35
14	42
15	40
16	63
17	57
18	59
19	8387
20	6215
21	3542
22	2506
23	2068
24	1909
25	3630
26	1922
27	1776
28	1379
29	1338
30	983
31	894
32	3562
33	2563
34	2717
35	5202
36	895
37	1699
38	2064
39	1008
40	619
41	622
42	1981
43	767
44	668
45	891
46	726
47	930
48	824
49	980
50	873
51	917
52	1826
53	937
54	1105
55	1136
56	1191
57	1256
58	1416
59	1423
60	1489
61	1616
62	1627
63	1642
64	1816
65	1789
66	2046
67	2052
68	2267
69	2417
70	2324
71	2507
72	2473
73	2615
74	2638
75	2852
76	2854
77	2970
78	3241
79	3434
80	3481
81	3424
82	3582
83	3735
84	3808
85	4007
86	4121
87	4041
88	4529
89	4600
90	4799
91	4693
92	4791
93	4977
94	5036
95	4956
96	5122
97	5223
98	5393
99	5717
100	5874
101	5993
102	5985
103	6180
104	6171
105	6048
106	6130
107	6404
108	6510
109	6842
110	6759
111	7032
112	7140
113	7244
114	7535
115	7216
116	7207
117	7388
118	7602
119	7880
120	7885
121	7918
122	8298
123	8073
124	8171
125	8202
126	8200
127	8098
128	8413
129	8620
130	8436
131	8780
132	8716
133	8739
134	9054
135	8928
136	8809
137	8795
138	8638
139	9179
140	9046
141	9075
142	9165
143	9083
144	9137
145	9193
146	9280
147	9229
148	9409
149	9361
150	9050
151	9485
152	9419
153	9507
154	9579
155	9538
156	9476
157	9327
158	9459
159	9538
160	9518
161	9490
162	9637
163	9824
164	9708
165	9734
166	9729
167	9682
168	9543
169	9761
