## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice45_insert_size_histogram.pdf INPUT=lice45.sorted.bam OUTPUT=alignment_metrics/lice45_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:26:34 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
239	95	2	2168936	266.671565	156.41673	5490333	FR	37	75	113	151	191	235	287	377	479	1037			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	279
3	1031
4	4132
5	638
6	36
7	37
8	33
9	86
10	57
11	54
12	42
13	61
14	288
15	184
16	331
17	204
18	207
19	43039
20	29224
21	13363
22	8038
23	5161
24	3586
25	18643
26	4005
27	3893
28	3384
29	3131
30	2140
31	2280
32	19609
33	14815
34	11352
35	30250
36	2869
37	12837
38	19569
39	3343
40	1230
41	1514
42	8352
43	3038
44	1597
45	1678
46	1436
47	2481
48	1654
49	2317
50	1981
51	1882
52	5227
53	1939
54	2909
55	2301
56	2328
57	2468
58	2757
59	2810
60	2833
61	2993
62	3066
63	3304
64	3725
65	3625
66	3897
67	4000
68	4864
69	4706
70	4554
71	4634
72	4737
73	4760
74	4810
75	6749
76	5315
77	5718
78	6253
79	6796
80	6376
81	6369
82	6375
83	6629
84	6958
85	7704
86	7696
87	7855
88	7875
89	8035
90	8537
91	8556
92	8508
93	8592
94	8653
95	9012
96	9003
97	9676
98	9768
99	10520
100	10733
101	10525
102	11097
103	11444
104	11132
105	11102
106	10884
107	11127
108	11933
109	12627
110	12871
111	13280
112	13258
113	13502
114	13463
115	12949
116	12570
117	13092
118	13859
119	14671
120	14390
121	14040
122	14417
123	14395
124	14992
125	14539
126	14338
127	14771
128	14762
129	16045
130	15295
131	15559
132	15276
133	15439
134	16784
135	15921
136	15885
137	15757
138	15744
139	17045
140	16759
141	16456
142	16929
143	16384
144	16383
145	16020
146	16465
147	16428
148	16435
149	16415
150	16399
151	16591
152	16119
153	16832
154	17138
155	16968
156	16725
157	16626
158	16714
159	16966
160	16722
161	16741
162	16949
163	17220
164	17181
165	17393
166	17004
167	17217
168	16843
169	16948
170	16732
171	16744
172	16862
173	17074
174	17325
175	16809
176	16899
177	16980
178	17013
179	16761
180	16771
181	17268
182	16670
183	17132
184	16916
185	17176
186	17000
187	16708
188	16910
189	16762
190	16428
191	16701
192	16518
193	16968
194	16855
195	16689
196	16381
197	16901
198	16590
199	16732
200	16580
201	16633
202	16109
203	16283
204	16521
205	16196
206	16064
207	16897
208	16281
209	16081
210	16087
211	15864
212	15972
213	16321
214	15817
215	15822
216	15833
217	16116
218	15934
219	15678
220	15769
221	15569
222	15609
223	15554
224	15901
225	15615
226	15343
227	15716
228	15595
229	15580
230	15404
231	15403
232	15235
233	15065
234	15267
235	15164
236	15024
237	15251
238	14899
239	15042
240	14775
241	14655
242	14682
243	14786
244	14421
245	14597
246	14591
247	14335
248	14340
249	14563
250	14112
251	14423
252	14201
253	14245
254	14336
255	14078
256	13933
257	13981
258	14027
259	14067
260	13841
261	14212
262	13841
263	13963
264	13602
265	13338
266	13635
267	13559
268	13692
269	13502
270	13270
271	13235
272	13520
273	13175
274	13047
275	12969
276	12880
277	12868
278	12836
279	12919
280	12789
281	13103
282	12857
283	12465
284	12656
285	12648
286	12601
287	12218
288	12444
289	12538
290	12193
291	12398
292	12275
293	12057
294	12271
295	12063
296	11776
297	11992
298	11773
299	11917
300	11684
301	11692
302	11818
303	11701
304	11596
305	11661
306	11419
307	11163
308	11505
309	11355
310	11246
311	11400
312	11442
313	11251
314	11167
315	11118
316	11129
317	10875
318	11093
319	10922
320	10863
321	10500
322	10602
323	10985
324	10752
325	10424
326	10595
327	10392
328	10417
329	10420
330	10286
331	10298
332	10306
333	10288
334	10330
335	10246
336	10045
337	9968
338	9855
339	9964
340	9924
341	9854
342	9818
343	9699
344	9743
345	9556
346	9583
347	9561
348	9420
349	9443
350	9253
351	9375
352	9316
353	9110
354	9195
355	9200
356	9294
357	9018
358	9001
359	9091
360	8894
361	8807
362	8953
363	8822
364	8796
365	8653
366	8644
367	8582
368	8564
369	8372
370	8607
371	8655
372	8228
373	8167
374	8246
375	8178
376	8148
377	8177
378	7889
379	8177
380	8087
381	7836
382	7799
383	7878
384	7760
385	7518
386	7564
387	7885
388	7515
389	7533
390	7553
391	7559
392	7263
393	7351
394	7255
395	7247
396	7117
397	7171
398	7173
399	7175
400	7134
401	7119
402	7109
403	7080
404	6919
405	6748
406	6919
407	6651
408	6741
409	6767
410	6711
411	6696
412	6419
413	6577
414	6499
415	6507
416	6425
417	6296
418	6384
419	6358
420	6147
421	6240
422	6031
423	6225
424	6096
425	5942
426	6072
427	5993
428	5822
429	5861
430	5868
431	5694
432	5814
433	5650
434	5755
435	5583
436	5656
437	5499
438	5497
439	5596
440	5363
441	5435
442	5320
443	5363
444	5157
445	5342
446	5301
447	5266
448	5283
449	5214
450	5214
451	5149
452	5054
453	4942
454	4919
455	4952
456	4846
457	4851
458	4890
459	4984
460	4882
461	4777
462	4710
463	4589
464	4478
465	4690
466	4559
467	4579
468	4569
469	4427
470	4495
471	4467
472	4399
473	4484
474	4428
475	4203
476	4398
477	4389
478	4281
479	4145
480	4092
481	4141
482	4177
483	4089
484	4022
485	4105
486	3974
487	3876
488	3917
489	3984
490	3879
491	3856
492	3921
493	3828
494	3929
495	3893
496	3755
497	3818
498	3679
499	3660
500	3657
501	3572
502	3648
503	3573
504	3506
505	3505
506	3379
507	3506
508	3329
509	3429
510	3499
511	3236
512	3343
513	3176
514	3233
515	3205
516	3315
517	3197
518	3121
519	3182
520	3097
521	3170
522	3014
523	3136
524	3079
525	3056
526	3016
527	2982
528	2947
529	3001
530	2900
531	2891
532	2943
533	2828
534	2830
535	2861
536	2859
537	2800
538	2665
539	2707
540	2623
541	2718
542	2559
543	2647
544	2554
545	2561
546	2607
547	2588
548	2680
549	2514
550	2586
551	2477
552	2493
553	2545
554	2492
555	2358
556	2343
557	2369
558	2378
559	2390
560	2321
561	2256
562	2296
563	2358
564	2275
565	2242
566	2187
567	2215
568	2077
569	2122
570	2090
571	2119
572	2125
573	2131
574	2041
575	2066
576	2036
577	2107
578	1945
579	2075
580	1925
581	2012
582	1855
583	1977
584	1984
585	1950
586	1912
587	1927
588	1870
589	1952
590	1894
591	1794
592	1838
593	1809
594	1762
595	1880
596	1761
597	1745
598	1791
599	1601
600	1769
601	1682
602	1668
603	1587
604	1677
605	1628
606	1657
607	1602
608	1653
609	1625
610	1597
611	1538
612	1509
613	1539
614	1510
615	1518
616	1526
617	1473
618	1459
619	1490
620	1414
621	1491
622	1518
623	1408
624	1487
625	1400
626	1444
627	1414
628	1425
629	1342
630	1302
631	1304
632	1257
633	1306
634	1351
635	1280
636	1229
637	1242
638	1221
639	1211
640	1162
641	1223
642	1208
643	1182
644	1203
645	1156
646	1202
647	1155
648	1177
649	1115
650	1163
651	1169
652	1115
653	1175
654	1122
655	1173
656	1110
657	1076
658	1110
659	1067
660	1056
661	1039
662	994
663	1037
664	1020
665	1046
666	994
667	1037
668	1015
669	992
670	948
671	961
672	942
673	955
674	865
675	935
676	901
677	934
678	913
679	815
680	878
681	865
682	841
683	870
684	846
685	836
686	867
687	872
688	864
689	807
690	819
691	831
692	814
693	768
694	769
695	757
696	776
697	787
698	751
699	722
700	706
701	829
702	763
703	737
704	737
705	700
706	674
707	681
708	709
709	715
710	706
711	688
712	703
713	689
714	687
715	677
716	693
717	656
718	636
719	642
720	670
721	659
722	647
723	617
724	586
725	642
726	640
727	653
728	625
729	607
730	593
731	589
732	636
733	549
