## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice15_insert_size_histogram.pdf INPUT=lice15.sorted.bam OUTPUT=alignment_metrics/lice15_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:52:46 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
225	85	2	1708113	256.355295	144.613615	3380350	FR	35	67	101	135	171	209	253	319	457	1003			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	167
3	428
4	1608
5	240
6	19
7	26
8	22
9	55
10	29
11	28
12	42
13	41
14	69
15	54
16	75
17	100
18	75
19	7088
20	4839
21	3819
22	2865
23	2457
24	2215
25	3368
26	2223
27	2094
28	1749
29	1580
30	1197
31	1176
32	2876
33	2125
34	2002
35	3800
36	886
37	1733
38	1948
39	1099
40	780
41	867
42	1515
43	958
44	906
45	1001
46	1007
47	1179
48	1145
49	1314
50	1278
51	1431
52	1955
53	1490
54	1539
55	1669
56	1774
57	1973
58	2059
59	2222
60	2256
61	2280
62	2426
63	2509
64	2683
65	2828
66	2982
67	3077
68	3322
69	3524
70	3450
71	3572
72	3761
73	3855
74	4045
75	4346
76	4321
77	4612
78	4714
79	5038
80	4901
81	5046
82	5355
83	5355
84	5607
85	5637
86	5798
87	6196
88	6337
89	6421
90	6659
91	6740
92	6933
93	7252
94	7191
95	7375
96	7283
97	7640
98	7912
99	8066
100	8268
101	8372
102	8429
103	8722
104	8812
105	8821
106	8821
107	9133
108	9337
109	9619
110	9877
111	9485
112	9954
113	10111
114	10192
115	9991
116	10158
117	10353
118	10541
119	11048
120	10575
121	10714
122	11043
123	10795
124	11101
125	11015
126	11222
127	11267
128	11321
129	11554
130	11539
131	11545
132	11472
133	11549
134	12053
135	11490
136	11697
137	11795
138	11732
139	12338
140	11695
141	12195
142	12125
143	12141
144	12091
145	11825
146	11979
147	11910
148	12031
149	12206
150	12155
151	12085
152	12072
153	12408
154	12148
155	12123
156	11941
157	12361
158	12446
159	12216
160	12218
161	12151
162	12225
163	12334
164	12216
165	12197
166	12111
167	12217
