## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice6_insert_size_histogram.pdf INPUT=lice6.sorted.bam OUTPUT=alignment_metrics/lice6_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:40:47 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
220	84	2	1768842	250.135962	144.604391	4168749	FR	35	67	101	135	169	207	255	331	455	997			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	176
3	584
4	1983
5	336
6	27
7	23
8	28
9	41
10	30
11	29
12	34
13	50
14	113
15	125
16	155
17	111
18	126
19	22325
20	15796
21	7973
22	6400
23	4775
24	3302
25	8453
26	3452
27	3042
28	2378
29	2256
30	1850
31	1737
32	9170
33	5489
34	5207
35	13373
36	2000
37	4363
38	6927
39	2392
40	1075
41	1120
42	4764
43	1315
44	1227
45	1686
46	1272
47	1781
48	1529
49	1827
50	1652
51	1624
52	4036
53	1702
54	1935
55	1999
56	2077
57	2076
58	2377
59	2537
60	2707
61	2736
62	2877
63	2984
64	3296
65	3299
66	3625
67	3713
68	4031
69	4205
70	4245
71	4318
72	4400
73	4512
74	4679
75	5429
76	5104
77	5388
78	5602
79	5866
80	5948
81	6295
82	6197
83	6560
84	6851
85	6930
86	7257
87	7459
88	7906
89	7970
90	8141
91	8130
92	8498
93	8423
94	8713
95	8726
96	8815
97	9338
98	9485
99	9826
100	10310
101	10129
102	10292
103	10657
104	10911
105	10823
106	10848
107	10877
108	11498
109	11959
110	11981
111	12196
112	11964
113	12451
114	12535
115	12294
116	12235
117	12407
118	12923
119	13491
120	12989
121	13268
122	13320
123	13546
124	13767
125	13605
126	13643
127	13725
128	13760
129	14336
130	14083
131	14347
132	14083
133	14350
134	14692
135	14620
136	14475
137	14089
138	14523
139	15072
140	14971
141	14985
142	15130
143	14893
144	14862
145	14772
146	15049
147	14815
148	15062
149	14845
150	14915
151	14946
152	15048
153	15203
154	14948
155	14859
156	15069
157	15428
158	14996
159	14753
160	14899
161	14959
162	15256
163	15155
164	15410
165	15168
166	15134
167	14955
168	14940
169	14899
170	14971
171	14835
172	14938
173	14810
174	14753
175	14683
176	14726
177	14585
178	14698
179	14488
180	14596
181	14689
182	14476
183	14772
184	14480
185	13986
186	14466
187	14274
188	14180
189	14267
190	13973
191	14083
192	14347
193	14074
194	14046
195	13982
196	13850
197	13826
198	13727
199	13600
200	13751
201	13400
202	13351
203	13478
204	13649
205	13305
206	13485
207	13521
208	13345
209	13306
210	13157
211	12942
212	13033
213	13096
214	12819
215	12859
216	13040
217	12488
218	12581
219	12637
220	12510
221	12399
222	12421
223	12432
224	12577
225	12195
226	12393
227	12350
228	12242
229	12139
230	12084
231	11961
232	11957
233	11693
234	11810
235	11854
236	11669
237	11969
238	11624
239	11604
240	11456
241	11380
242	11247
243	11212
244	11174
245	11051
246	11136
247	11157
248	10986
249	11261
250	10796
251	11036
252	10717
253	10822
254	10761
255	10554
256	10646
257	10761
258	10723
259	10381
260	10489
261	10502
262	10223
263	10532
264	10318
265	10285
266	10125
267	10145
268	9981
269	10223
270	10062
271	9913
272	9952
273	10055
274	9993
275	9629
276	9889
277	9591
278	9628
279	9551
280	9472
281	9424
282	9436
283	9358
284	9436
285	9323
286	9152
287	9038
288	9224
289	9357
290	8968
291	8970
292	9166
293	8963
294	8879
295	8766
296	8875
297	8828
298	8623
299	8532
300	8590
301	8503
302	8752
303	8643
304	8162
305	8520
306	8231
307	8010
308	8151
309	8107
310	8048
311	8214
312	8101
313	7910
314	7902
315	7822
316	7885
317	7814
318	7848
319	7730
320	7595
321	7669
322	7579
323	7630
324	7345
325	7512
326	7318
327	7478
328	7328
329	7306
330	7270
331	7260
332	6999
333	7103
334	7062
335	7110
336	6919
337	6710
338	6915
339	6815
340	6712
341	6785
342	6734
343	6849
344	6695
345	6751
346	6665
347	6537
348	6555
349	6472
350	6434
351	6377
352	6373
353	6225
354	6380
355	6274
356	6102
357	6112
358	6094
359	6049
360	6026
361	5797
362	6057
363	5830
364	5825
365	5889
366	5859
367	5736
368	5668
369	5781
370	5606
371	5592
372	5604
373	5614
374	5473
375	5566
376	5439
377	5549
378	5435
379	5307
380	5308
381	5217
382	5105
383	5251
384	5162
385	5189
386	5121
387	4869
388	4969
389	4987
390	5050
391	4853
392	4832
393	4931
394	4841
395	4729
396	4776
397	4605
398	4617
399	4591
400	4530
401	4485
402	4547
403	4499
404	4504
405	4498
406	4295
407	4396
408	4301
409	4320
410	4294
411	4142
412	4212
413	4113
414	4092
415	3986
416	3950
417	4014
418	4147
419	4035
420	3992
421	3858
422	3818
423	3873
424	3810
425	3715
426	3688
427	3689
428	4046
429	3669
430	3658
431	3658
432	3583
433	3665
434	3622
435	3512
436	3537
437	3567
438	3565
439	3474
440	3491
441	3418
442	3430
443	3375
444	3373
445	3448
446	3381
447	3270
448	3267
449	3269
450	3333
451	3242
452	3148
453	3127
454	3145
455	3094
456	3054
457	2922
458	3080
459	2976
460	3029
461	3014
462	2988
463	2909
464	3055
465	2952
466	2835
467	2868
468	2778
469	2851
470	2752
471	2796
472	2828
473	2707
474	2656
475	2600
476	2677
477	2568
478	2656
479	2607
480	2720
481	2569
482	2622
483	2593
484	2562
485	2542
486	2431
487	2400
488	2519
489	2337
490	2449
491	2448
492	2398
493	2333
494	2381
495	2308
496	2310
497	2251
498	2261
499	2187
500	2251
501	2184
502	2234
503	2207
504	2098
505	2113
506	2200
507	2147
508	2129
509	2005
510	1950
511	2044
512	2007
513	1961
514	1994
515	1976
516	1961
517	1902
518	1900
519	1929
520	1844
521	1906
522	1811
523	1815
524	1786
525	1918
526	1793
527	1828
528	1760
529	1854
530	1713
531	1718
532	1720
533	1803
534	1747
535	1678
536	1749
537	1735
538	1705
539	1624
540	1665
541	1623
542	1537
543	1637
544	1589
545	1607
546	1518
547	1461
548	1539
549	1543
550	1557
551	1438
552	1442
553	1437
554	1478
555	1458
556	1417
557	1425
558	1439
559	1388
560	1440
561	1421
562	1368
563	1320
564	1313
565	1350
566	1373
567	1285
568	1262
569	1312
570	1298
571	1323
572	1211
573	1263
574	1223
575	1191
576	1141
577	1205
578	1197
579	1203
580	1271
581	1128
582	1220
583	1152
584	1146
585	1091
586	1175
587	1168
588	1049
589	1093
590	1102
591	1074
592	1084
593	1151
594	1055
595	1005
596	1013
597	1000
598	999
599	1015
600	1001
601	1021
602	957
603	942
604	1019
605	945
606	989
607	916
608	933
609	909
610	913
611	922
612	909
613	881
614	842
615	898
616	911
617	904
618	863
619	878
620	873
621	799
622	821
623	806
624	823
625	816
626	803
627	793
628	825
629	786
630	767
631	769
632	770
633	720
634	726
635	722
636	704
637	721
638	716
639	745
640	712
641	712
642	723
643	710
644	675
645	719
646	715
647	618
648	682
649	656
650	652
651	639
652	660
653	651
654	634
655	646
656	623
657	623
658	612
659	600
660	639
661	589
662	593
663	596
664	572
665	589
666	592
667	613
668	558
669	543
670	594
671	551
672	563
673	519
674	534
675	533
676	500
677	506
678	504
679	498
680	509
681	497
682	510
683	496
684	432
685	520
686	480
687	498
688	505
689	447
690	497
691	472
692	507
693	415
694	444
695	437
696	453
697	418
698	447
699	444
700	429
701	434
702	416
703	423
704	412
705	378
706	423
707	411
708	400
709	414
710	411
711	402
712	385
713	366
714	393
715	370
716	370
717	352
718	366
719	350
720	369
721	331
722	335
723	340
724	334
725	367
726	363
727	367
728	345
729	320
730	371
731	328
732	339
733	294
734	314
735	335
736	272
737	334
738	315
739	297
740	319
741	296
742	281
743	266
744	267
745	300
746	288
747	294
748	274
749	279
750	273
751	287
752	272
753	288
754	262
755	288
756	278
757	283
758	264
759	279
760	267
761	235
762	248
763	246
764	237
765	254
766	243
767	223
768	246
769	257
770	219
771	229
772	229
773	243
774	237
775	220
776	211
777	225
778	233
779	221
780	197
781	186
782	222
783	199
784	231
785	222
786	197
787	189
788	213
789	200
790	210
791	204
792	196
793	181
794	211
795	191
796	162
797	186
798	193
799	177
800	192
801	163
802	165
803	193
804	178
805	180
806	170
807	164
808	189
809	173
810	151
811	172
812	175
813	152
814	147
815	135
816	163
817	139
818	154
819	151
820	153
821	157
822	144
823	150
824	119
825	141
826	163
827	134
828	135
829	155
830	128
831	139
832	121
833	145
834	116
835	169
836	121
837	139
838	132
839	143
840	104
841	135
842	116
843	150
844	106
845	131
846	131
847	142
848	123
849	131
850	125
851	96
852	126
853	93
854	100
855	119
856	85
857	98
858	116
859	93
860	102
861	106
862	88
863	89
864	107
865	98
866	79
867	79
868	90
869	95
870	93
871	73
872	74
873	82
874	77
875	71
876	76
877	84
878	55
879	62
880	63
881	66
882	64
883	75
884	69
885	75
886	63
887	86
888	66
889	58
890	71
891	60
892	74
893	72
894	64
895	57
896	66
897	62
898	55
899	51
900	66
901	43
902	51
903	53
904	41
905	57
906	66
907	54
908	45
909	67
910	68
911	74
912	41
913	55
914	55
915	47
916	68
917	53
918	48
919	55
920	44
921	59
922	48
923	53
924	47
925	54
926	38
927	54
928	37
929	59
930	43
931	50
932	43
933	32
934	52
935	53
936	46
937	46
938	48
939	36
940	36
941	34
942	31
943	44
944	43
945	42
946	50
947	41
948	35
949	39
950	30
951	43
952	31
953	34
954	35
955	48
956	40
957	32
958	49
959	36
960	35
961	47
962	34
963	37
964	24
965	43
966	31
967	34
968	36
969	42
970	38
971	23
972	34
973	23
974	30
975	21
976	34
977	30
978	33
979	34
980	28
981	32
982	32
983	25
984	42
985	27
986	25
987	20
988	23
989	20
990	36
991	15
992	32
993	24
994	31
995	19
996	22
997	16
998	25
999	17
1000	16
1001	29
1002	14
1003	22
1004	18
1005	19
1006	15
1007	19
1008	20
1009	16
1010	19
1011	15
1012	17
1013	33
1014	25
1015	19
1016	19
1017	21
1018	17
1019	17
1020	15
1021	18
1022	18
1023	19
1024	18
1025	16
1026	12
1027	16
1028	14
1029	16
1030	9
1031	20
1032	17
1033	23
1034	10
1035	19
1036	13
1037	18
1038	12
1039	12
1040	14
1041	10
1042	15
1043	13
1044	12
1045	16
1046	11
1047	15
1048	12
1049	11
1050	12
1051	17
1052	17
1053	12
1054	14
1055	8
1056	15
1057	11
1058	9
1059	17
1060	14

