## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice25_insert_size_histogram.pdf INPUT=lice25.sorted.bam OUTPUT=alignment_metrics/lice25_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:01:10 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
133	107	2	298850	147.37065	122.930774	13369	FR	31	61	97	145	215	227	229	229	363	779			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	2
3	3
4	29
5	2
19	2167
20	999
21	426
22	175
23	65
24	37
25	48
26	23
27	18
28	18
29	7
30	9
31	4
32	22
33	13
34	10
35	26
36	7
37	11
38	16
39	7
40	3
41	5
42	10
43	6
44	5
45	5
46	10
47	6
48	6
50	6
51	10
52	10
53	7
54	5
55	16
56	9
57	8
58	20
59	7
60	10
61	18
62	5
63	12
64	6
65	14
66	14
67	13
68	14
69	15
70	17
71	22
72	20
73	23
74	16
75	27
76	31
77	22
78	22
79	22
80	23
81	21
82	34
83	30
84	29
85	23
86	24
87	37
88	33
89	30
90	26
91	30
92	31
93	43
94	37
95	34
96	32
97	44
98	39
99	38
100	44
101	29
102	54
103	39
104	34
105	37
106	37
107	35
108	50
109	54
110	41
111	28
112	27
113	37
114	55
115	52
116	37
117	47
118	40
119	40
120	49
121	40
122	39
123	48
124	47
125	34
126	38
127	29
128	49
129	46
130	40
131	44
132	42
133	58
134	41
135	43
136	46
137	42
138	50
139	50
140	53
141	43
142	60
143	41
144	50
145	51
146	45
147	53
148	41
149	43
150	47
151	54
152	46
153	41
154	48
155	36
156	42
157	40
158	45
159	39
160	42
161	70
162	54
163	40
164	32
165	43
166	38
167	29
168	42
169	41
170	44
171	40
172	28
173	54
174	44
175	44
176	33
177	41
178	43
179	43
180	42
181	38
182	26
183	34
184	45
185	48
186	34
187	34
188	27
189	36
190	42
191	31
192	34
193	33
194	26
195	41
196	30
197	35
198	43
199	43
200	43
201	37
202	24
203	32
204	39
205	35
206	22
207	28
208	27
209	37
210	34
211	45
212	36
213	23
214	27
215	26
216	22
217	40
218	33
219	38
220	19
221	26
222	23
223	27
224	26
225	28
226	34
227	32
228	31
229	32
230	25
231	34
232	29
233	25
234	33
235	35
236	23
237	23
238	21
239	19
240	27
241	28
242	30
243	36
244	21
245	23
246	20
247	12
248	16
249	18
250	37
251	17
252	23
253	22
254	30
255	28
256	22
257	18
258	28
259	24
260	13
261	19
262	21
263	21
264	32
265	15
266	18
267	20
268	16
269	20
270	21
271	22
272	20
273	21
274	21
275	21
276	13
277	20
278	16
279	23
280	20
281	10
282	20
283	14
284	13
285	17
286	18
287	15
288	15
289	13
290	16
291	15
292	14
293	18
294	12
295	19
296	13
297	16
298	13
299	17
300	14
301	19
302	20
303	13
304	16
305	10
306	11
307	12
308	15
309	12
310	20
311	8
312	12
313	16
314	18
315	13
316	10
317	7
318	9
319	20
320	13
321	14
322	7
323	12
324	9
325	11
326	12
327	11
328	14
329	9
330	10
331	9
332	8
333	7
334	11
335	6
336	10
337	13
338	9
339	13
340	12
341	13
342	9
343	10
344	6
345	7
346	13
347	11
348	10
349	11
350	11
351	10
352	15
353	9
354	13
355	17
356	14
357	7
358	21
359	11
360	12
361	11
362	9
363	8
364	8
365	11
366	11
367	7
368	13
369	10
370	16
371	8
372	6
373	6
374	10
375	6
376	6
377	7
378	5
379	7
380	7
381	10
382	3
383	2
384	8
386	7
387	6
388	11
389	5
390	1
391	6
392	8
393	4
394	9
395	6
396	4
397	4
398	4
399	8
400	3
401	8
402	6
403	9
404	3
405	5
406	11
407	7
408	4
409	1
410	8
411	1
412	5
413	9
414	5
416	5
417	1
418	7
419	5
420	6
421	2
422	3
423	4
424	10
425	2
426	3
427	6
428	4
429	5
430	2
431	2
432	3
433	2
434	5
435	4
436	3
437	5
438	5
439	9
440	3
441	6
442	4
443	7
444	4
445	5
446	4
447	2
448	4
449	7
450	3
451	1
452	4
453	6
454	6
455	6
456	3
457	2
458	4
459	3
460	2
461	1
462	2
463	4
464	2
465	1
466	1
467	1
468	3
469	2
470	2
471	1
472	2
473	9
475	4
476	4
477	3
478	1
479	1
481	4
482	3
485	2
486	4
487	5
488	3
489	2
490	2
491	2
493	2
494	3
495	2
496	1
497	1
498	1
499	1
500	1
501	3
502	1
503	2
504	3
505	2
506	1
507	3
508	1
509	1
510	1
511	1
513	10
514	1
515	3
516	3
517	3
518	1
519	3
520	1
522	3
523	1
524	1
526	1
528	1
529	2
530	1
531	1
532	3
533	2
534	2
535	2
537	1
538	1
539	3
540	2
541	2
547	2
548	2
549	1
551	1
554	1
555	2
556	3
557	1
558	1
559	1
560	3
561	1
563	1
566	3
567	2
568	1
569	2
573	3
574	2
576	1
580	2
581	1
582	1
585	1
586	1
587	1
590	1
593	1
594	1
596	1
598	1
599	1
602	1
605	1
609	1
610	1
611	5
613	1
614	1
617	1
618	1
622	1
623	1
627	1
629	1
632	1
633	1
634	1
635	1
637	1
639	1
646	1
650	1
653	1
656	1
657	2
658	1
661	1
665	1
670	1
671	1
673	1
693	1
696	1
701	1
706	2
711	1
712	1
716	1
717	1
729	1
736	1
737	2
744	1
765	1
795	1
849	1
867	1

