## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice53_insert_size_histogram.pdf INPUT=lice53.sorted.bam OUTPUT=alignment_metrics/lice53_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:38:37 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
201	72	19	35574	223.813036	119.936639	1751	FR	27	55	81	111	145	177	217	273	365	873			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
19	12
20	10
21	5
22	5
25	3
26	2
28	1
29	1
30	1
32	5
33	1
34	2
37	1
38	2
39	3
42	1
46	2
51	4
52	1
55	3
57	2
58	1
59	2
64	1
65	3
68	3
69	1
70	1
71	5
72	1
73	4
74	3
76	5
77	4
78	2
79	4
80	2
81	5
82	1
83	5
84	4
85	3
87	4
88	4
89	5
90	4
91	5
92	4
93	5
94	6
95	2
96	6
97	1
98	5
99	11
100	6
102	7
103	6
104	4
105	11
106	5
107	4
108	2
109	1
110	7
111	6
112	10
113	4
114	6
115	4
116	7
117	3
118	5
119	10
120	8
121	9
122	5
123	9
124	8
125	7
126	8
127	5
128	9
129	10
130	8
131	5
132	9
133	4
134	9
135	7
136	5
137	3
138	3
139	7
140	8
141	7
142	7
143	2
144	6
145	8
146	11
147	6
148	6
149	9
150	10
151	4
152	6
153	8
154	10
155	9
156	6
157	7
158	3
159	7
160	6
161	10
162	5
163	10
164	4
165	13
166	6
167	6
168	9
169	2
170	6
171	9
172	16
173	8
174	7
175	5
176	4
177	3
178	6
179	11
180	6
181	5
182	7
183	7
184	8
185	7
186	11
187	10
188	5
189	7
190	1
191	11
192	2
193	7
194	11
195	6
196	9
197	3
198	11
199	7
200	12
201	5
202	8
203	6
204	5
205	7
206	6
207	5
208	9
209	6
210	3
211	11
212	7
213	10
214	5
215	6
216	9
217	9
218	6
219	4
220	6
221	5
222	2
223	1
224	5
225	8
226	5
227	6
228	8
229	5
230	3
231	4
232	2
233	5
234	4
235	5
236	8
237	8
238	4
239	1
240	7
241	5
242	7
243	9
244	3
245	4
246	4
247	6
248	6
249	8
250	2
251	4
252	7
253	5
254	6
255	2
256	4
257	3
258	2
259	2
260	1
261	6
262	2
263	3
264	1
265	1
266	4
267	4
268	4
269	4
270	6
271	9
272	6
273	5
274	2
275	5
276	3
277	5
278	6
279	5
280	2
281	6
282	5
283	5
284	7
285	2
286	3
287	4
288	4
289	3
290	2
291	6
292	5
293	2
294	3
295	6
296	5
298	7
299	2
300	2
301	2
302	4
303	2
304	7
305	1
306	6
307	2
308	4
309	4
310	3
311	5
312	3
313	4
314	3
315	7
316	4
317	1
318	3
319	3
320	3
321	1
323	3
324	1
325	4
326	4
327	3
328	1
329	2
330	6
331	3
332	2
333	4
334	2
335	5
336	4
337	3
338	3
339	4
340	3
341	5
343	4
344	5
345	3
346	2
347	1
348	4
349	2
350	5
351	2
352	4
354	2
355	4
356	2
357	1
358	4
359	1
360	2
361	3
362	1
363	3
364	3
365	3
366	2
367	2
368	3
369	3
370	4
372	2
373	1
374	1
375	1
376	3
377	3
378	4
379	2
380	1
382	2
383	2
384	1
385	4
387	2
388	1
389	4
390	2
391	1
393	1
396	3
397	2
399	1
400	1
402	3
403	4
404	2
405	1
406	1
407	2
408	2
410	1
411	3
412	1
413	1
415	3
416	1
417	1
418	1
419	2
420	1
422	3
423	2
424	5
429	1
430	2
431	1
432	2
434	2
435	1
437	1
442	2
445	2
446	1
447	1
448	3
450	1
451	1
453	1
454	1
455	3
457	1
458	2
461	1
463	3
469	1
473	1
474	2
483	1
485	2
486	2
488	2
489	1
492	2
493	3
499	1
500	1
508	2
509	1
514	1
523	1
529	2
530	1
535	1
540	1
546	1
548	1
549	1
556	1
558	1
559	1
561	1
566	1
567	1
569	1
572	1
573	1
574	1
580	1
586	1
593	1
598	1
605	1
620	2
629	1
632	1
637	1
652	1
658	1
661	1
666	1
672	1
678	1
682	1
684	1
690	1
700	1
711	1
745	1
749	1
807	1
856	1

