## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice52_insert_size_histogram.pdf INPUT=lice52.sorted.bam OUTPUT=alignment_metrics/lice52_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:38:32 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
214	92	4	832	242.795156	147.606163	991	FR	35	79	117	151	185	221	267	355	463	929			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
4	1
19	13
20	10
21	4
22	2
23	3
24	1
25	2
26	1
27	1
31	1
32	3
33	1
37	1
38	2
39	2
48	4
49	2
52	1
56	1
57	2
60	3
61	1
62	2
63	1
65	1
66	2
67	2
68	1
69	2
70	2
72	1
74	1
75	4
76	2
77	3
78	3
79	3
80	1
82	4
83	1
84	2
85	1
86	1
87	2
88	1
89	3
90	2
91	2
92	2
93	4
94	1
95	1
96	1
98	3
100	1
101	4
102	5
103	5
105	2
106	5
107	3
108	6
109	4
110	3
111	5
112	2
113	3
114	3
115	8
116	1
117	1
118	1
119	4
120	5
121	5
122	3
123	1
124	3
125	5
126	4
127	5
128	4
129	6
130	6
131	5
132	7
133	2
134	3
135	5
136	3
137	7
138	3
139	5
140	7
141	2
142	1
143	5
144	5
145	6
146	2
147	6
148	3
149	5
150	2
151	2
152	1
153	3
154	6
155	2
156	4
157	5
158	1
159	2
160	1
161	5
162	4
163	5
164	4
165	2
166	2
167	3
168	3
169	4
170	2
171	1
172	5
173	2
174	4
175	2
176	2
177	3
178	3
179	5
180	1
181	4
182	1
183	1
184	1
185	1
186	2
188	2
189	3
190	3
191	3
192	4
193	2
194	3
195	3
197	4
198	1
199	5
200	2
201	4
202	3
203	2
205	2
206	3
207	2
208	5
209	2
210	4
211	2
212	3
213	5
214	4
216	7
218	9
219	3
220	4
221	2
222	4
223	4
224	1
225	2
226	3
227	2
228	1
229	1
230	3
231	2
232	4
233	3
234	2
235	3
236	3
238	3
239	2
241	3
243	4
244	1
245	4
246	2
247	3
248	2
249	2
250	5
251	2
252	1
253	4
254	1
255	3
256	3
257	2
258	1
259	3
260	1
261	2
262	1
263	4
265	5
266	3
267	2
268	2
269	1
270	3
271	1
272	1
273	1
274	1
275	2
276	2
277	2
278	1
279	1
280	1
281	5
282	4
283	1
284	2
285	1
286	1
287	3
288	6
289	1
290	2
291	3
292	1
294	1
295	3
296	2
298	4
299	3
300	4
301	1
304	2
306	2
307	3
309	2
310	4
311	2
313	4
314	3
315	3
316	1
317	2
318	2
319	2
320	3
322	1
324	3
325	4
326	4
327	2
328	1
329	3
331	2
332	5
333	4
334	1
335	2
336	1
337	2
338	2
339	4
340	1
341	3
342	1
344	2
345	3
346	5
347	1
348	1
350	2
351	2
352	2
353	1
355	1
356	2
358	1
360	1
361	1
362	2
364	3
365	2
366	2
367	2
368	1
369	1
371	2
372	1
374	1
376	1
377	1
380	1
381	2
384	1
386	4
387	1
388	2
389	1
390	3
391	1
392	3
394	3
395	1
396	3
400	1
401	2
402	1
403	2
405	1
408	1
411	1
412	2
413	4
414	2
415	1
416	1
418	1
419	1
421	3
423	2
424	1
425	3
426	1
429	3
430	1
431	2
433	2
436	1
439	2
442	1
443	2
445	2
446	2
448	2
450	3
456	1
457	1
461	1
462	1
464	1
466	1
469	1
470	3
473	2
474	1
475	2
477	1
479	1
480	1
481	2
482	1
483	1
484	1
491	1
492	1
493	1
494	1
496	1
498	1
501	1
503	1
511	1
515	1
516	1
518	1
519	1
521	1
522	2
525	1
527	1
531	1
536	2
541	1
542	1
543	1
545	1
555	1
558	1
561	1
564	1
566	1
567	1
568	1
571	1
573	1
576	1
577	1
578	1
580	1
585	2
588	1
591	1
592	1
597	1
605	1
612	2
614	1
616	1
620	1
627	1
636	1
640	1
649	1
659	2
672	1
674	1
678	1
682	1
709	1
719	1
743	1
763	1
803	1
815	1
822	1
832	1

