## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice30_insert_size_histogram.pdf INPUT=lice30.sorted.bam OUTPUT=alignment_metrics/lice30_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:03:11 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
227	97	3	6126	256.40899	161.404232	1359	FR	41	79	117	157	195	237	299	397	485	1033			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
3	1
4	4
17	1
19	31
20	21
21	9
22	5
23	1
24	1
25	3
26	2
32	3
34	1
35	5
36	1
37	1
38	2
39	1
42	4
43	1
44	1
47	2
49	1
50	2
51	1
54	2
56	1
57	1
60	1
61	1
64	4
65	3
66	1
67	1
69	1
70	3
71	1
73	1
74	2
75	1
76	1
77	2
78	1
79	1
80	1
81	2
82	1
83	2
84	3
85	1
86	1
87	2
89	3
90	3
91	5
92	3
94	2
95	2
97	2
98	4
99	3
100	1
101	5
102	3
104	3
105	4
106	3
107	3
108	6
109	6
110	8
111	2
112	4
113	8
114	4
115	3
116	7
117	3
118	3
119	2
120	4
121	2
122	3
123	9
124	2
125	2
126	5
127	6
128	2
129	1
130	8
131	5
132	5
133	4
134	4
135	3
136	4
138	9
139	5
140	4
141	8
142	2
143	3
144	8
145	1
146	2
147	8
148	2
149	2
150	5
151	6
152	6
153	4
154	2
155	2
156	4
157	2
158	2
159	14
160	2
161	2
162	1
163	3
164	5
165	2
166	2
167	8
168	5
169	8
170	3
171	3
172	5
173	4
174	4
175	5
176	7
177	2
178	4
179	2
180	4
181	1
182	3
183	3
184	6
185	1
186	3
187	6
188	3
189	1
190	2
191	2
192	2
193	6
194	3
195	3
196	1
197	3
198	1
199	8
200	9
201	6
202	9
203	4
204	8
205	5
206	3
207	4
208	2
209	3
210	2
211	4
212	1
213	5
214	6
215	9
216	4
217	3
218	7
219	4
220	4
221	2
222	5
223	3
224	3
225	1
226	2
227	7
228	4
229	4
230	4
231	1
232	4
233	1
234	3
235	1
236	4
237	4
238	3
239	2
240	2
241	2
242	1
243	4
244	5
245	4
246	4
247	4
248	4
249	1
250	1
251	2
252	3
253	3
254	2
255	5
256	1
259	5
260	2
261	2
262	2
263	3
264	7
265	5
266	3
267	5
268	4
269	4
270	5
271	4
272	5
273	3
274	2
275	5
276	5
277	2
278	5
279	3
280	2
281	5
283	2
284	1
285	2
286	7
288	3
289	3
290	3
291	3
292	2
293	3
294	1
295	1
296	2
297	1
298	4
299	8
300	1
301	3
302	4
303	3
304	3
305	3
306	4
307	3
308	3
309	3
311	2
312	5
313	6
314	3
315	4
316	4
319	3
320	4
321	5
322	4
323	2
324	1
325	3
326	1
327	2
328	5
329	1
330	2
331	3
332	4
333	1
334	6
336	1
337	1
338	2
339	4
340	1
341	2
342	2
343	1
344	3
346	4
349	2
350	1
352	5
353	5
354	4
355	1
356	3
357	3
358	1
359	4
361	4
363	3
365	3
366	3
367	4
368	2
369	2
370	1
372	2
373	4
374	2
376	1
377	1
379	4
380	5
381	2
382	3
383	4
385	3
386	3
387	1
388	1
389	2
390	1
391	1
392	3
393	2
394	2
395	3
396	3
397	1
398	2
399	2
400	3
403	1
404	1
405	3
406	2
410	1
412	2
413	1
414	1
415	1
416	2
417	4
418	1
419	2
421	1
422	2
423	1
424	3
425	1
426	2
427	1
428	4
429	1
430	1
434	3
435	1
438	1
440	3
441	1
442	1
443	1
444	1
446	2
448	1
450	2
452	2
453	2
454	1
456	2
457	3
458	1
459	1
460	2
461	2
462	4
463	2
464	1
465	2
467	2
468	2
469	2
471	2
474	1
475	2
476	2
478	2
479	1
480	2
481	1
482	1
483	1
484	1
485	2
489	1
490	2
494	3
496	1
497	2
498	1
499	1
500	1
503	2
506	3
507	1
514	2
516	1
519	1
520	1
522	1
524	2
526	1
530	1
533	1
537	1
542	1
543	1
545	1
548	1
549	1
551	1
553	1
555	2
559	1
560	2
561	1
563	1
565	1
572	1
577	2
580	1
582	1
585	3
589	1
590	1
591	1
593	1
594	1
603	2
606	1
608	2
609	1
614	1
616	1
617	1
618	1
619	2
621	1
626	1
627	1
631	2
637	1
639	1
640	1
642	1
644	1
645	1
647	1
653	1
654	1
664	1
665	1
668	1
675	1
676	1
677	1
682	2
689	1
702	2
705	1
713	1
723	1
725	2
727	1
730	1
733	1
743	1
761	2
782	1
800	1
833	1
848	1
856	1
928	1
977	1
992	1
1060	1

