## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice8_insert_size_histogram.pdf INPUT=lice8.sorted.bam OUTPUT=alignment_metrics/lice8_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Sep 28 23:45:32 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
234	88	2	2057322	264.360564	146.63279	3965710	FR	35	69	105	139	177	215	261	327	461	1003			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	104
3	278
4	1006
5	184
6	26
7	26
8	21
9	46
10	33
11	32
12	23
13	35
14	57
15	68
16	85
17	87
18	95
19	10225
20	7032
21	4816
22	3741
23	2927
24	2822
25	3483
26	2548
27	2478
28	1970
29	1809
30	1458
31	1331
32	2461
33	1945
34	1992
35	3359
36	977
37	1652
38	2308
39	1155
40	830
41	947
42	1271
43	948
44	995
45	1159
46	1059
47	1245
48	1317
49	1369
50	1341
51	1470
52	1832
53	1525
54	1725
55	1770
56	1839
57	2033
58	2060
59	2264
60	2290
61	2428
62	2493
63	2720
64	2671
65	2774
66	3113
67	3269
68	3443
69	3623
70	3695
71	3871
72	3913
73	4021
74	4114
75	4432
76	4472
77	4730
78	4961
79	5244
80	5250
81	5490
82	5747
83	5719
84	5928
85	5949
86	6062
87	6557
88	6637
89	6889
90	7057
91	7331
92	7284
93	7409
94	7591
95	7719
96	7809
97	8102
98	8388
99	8670
100	8771
101	8990
102	9267
103	9164
104	9431
105	9420
106	9452
107	9590
108	9885
109	10205
110	10186
111	10373
112	10549
113	10804
114	10832
115	10856
116	10690
117	10995
118	11203
119	11740
120	11400
121	11837
122	11759
123	11912
124	11948
125	11890
126	11900
127	11795
128	11978
129	12260
130	12428
131	12477
132	12781
133	12535
134	12870
135	12918
136	12714
137	12973
138	12712
139	13026
140	13070
141	13360
142	13111
143	13207
144	13252
145	13207
146	13089
147	13343
148	13408
149	13239
150	13166
151	13500
152	13564
153	13593
154	13809
155	13616
156	13678
157	13710
158	13527
159	13534
160	13435
161	13713
162	13530
163	13831
164	13788
165	13992
166	13587
167	13819
