## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=alignment_metrics/lice50_insert_size_histogram.pdf INPUT=lice50.sorted.bam OUTPUT=alignment_metrics/lice50_insert_metrics.txt    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 29 00:36:33 PDT 2017

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
223	83	2	980989	249.017396	139.035281	239829	FR	33	65	99	133	167	205	251	321	433	927			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
2	19
3	53
4	174
5	37
6	1
7	1
8	3
9	3
11	1
12	3
13	2
14	3
15	2
16	5
17	1
18	8
19	1638
20	977
21	479
22	331
23	232
24	176
25	431
26	204
27	146
28	137
29	122
30	90
31	71
32	421
33	288
34	321
35	644
36	94
37	235
38	347
39	120
40	57
41	59
42	173
43	72
44	67
45	75
46	58
47	87
48	93
49	79
50	94
51	88
52	159
53	72
54	85
55	121
56	127
57	116
58	121
59	153
60	158
61	149
62	165
63	149
64	181
65	176
66	183
67	187
68	224
69	234
70	252
71	215
72	240
73	266
74	248
75	289
76	283
77	292
78	303
79	305
80	310
81	349
82	347
83	334
84	377
85	375
86	391
87	423
88	411
89	447
90	459
91	484
92	500
93	462
94	490
95	476
96	524
97	522
98	547
99	610
100	566
101	546
102	574
103	585
104	569
105	580
106	611
107	556
108	591
109	691
110	651
111	696
112	717
113	699
114	723
115	631
116	680
117	655
118	712
119	722
120	728
121	749
122	753
123	811
124	737
125	744
126	718
127	754
128	782
129	861
130	761
131	816
132	792
133	812
134	815
135	792
136	816
137	788
138	848
139	843
140	855
141	866
142	901
143	839
144	828
145	812
146	858
147	830
148	839
149	835
150	837
151	846
152	806
153	857
154	814
155	850
156	845
157	845
158	842
159	880
160	865
161	827
162	826
163	910
164	897
165	868
166	874
167	831
168	914
169	891
170	787
171	816
172	902
173	814
174	853
175	848
176	909
177	885
178	810
179	841
180	851
181	817
182	854
183	825
184	800
185	845
186	834
187	859
188	821
189	827
190	777
191	829
192	812
193	821
194	857
195	774
196	771
197	791
198	811
199	843
200	777
201	796
202	788
203	806
204	773
205	773
206	767
207	833
208	764
209	726
210	779
211	762
212	788
213	812
214	790
215	771
216	781
217	767
218	723
219	773
220	759
221	701
222	712
223	698
224	730
225	792
226	703
227	717
228	777
229	678
230	735
231	734
232	699
233	744
234	699
235	722
236	728
237	679
238	714
239	747
240	700
241	701
242	712
243	717
244	686
245	659
246	664
